operation_id,timestamp,symbol,side,quantity,price,total_value,commission,net_value,exchange,tax_year
ETHUSDT_2026-02-14T19:36:02.524384_2094260520384,2026-02-14T19:36:02.524384,ETHUSDT,buy,0.019672259225082814,2086.34265,41.04,0.04,41.0,Binance,2026
BTCUSDT_2026-02-14T19:36:38.606731_2094260264576,2026-02-14T19:36:38.606731,BTCUSDT,buy,0.0002638825462111505,69862.56382499999,18.44,0.02,18.42,Binance,2026
ETHUSDT_2026-02-14T19:36:38.614710_2094260710656,2026-02-14T19:36:38.614710,ETHUSDT,buy,0.008834756421440236,2086.7028299999997,18.44,0.02,18.42,Binance,2026
BTCUSDT_2026-02-14T19:37:14.726220_2094260705856,2026-02-14T19:37:14.726220,BTCUSDT,buy,0.0001185511015482694,69849.757425,8.28,0.01,8.27,Binance,2026
ETHUSDT_2026-02-14T19:37:14.734227_2094259845248,2026-02-14T19:37:14.734227,ETHUSDT,buy,0.00396863470898111,2086.552755,8.28,0.01,8.27,Binance,2026
BTCUSDT_2026-02-14T19:40:24.355238_2094260272704,2026-02-14T19:40:24.355238,BTCUSDT,sell,0.0009718375408841044,69807.29889,67.84,0.07,67.77,Binance,2026
ETHUSDT_2026-02-14T19:40:24.363217_2094259683648,2026-02-14T19:40:24.363217,ETHUSDT,sell,0.03252430543599527,2085.09693,67.82,0.07,67.75,Binance,2026
BTCUSDT_2026-02-14T19:40:51.447241_2094259829376,2026-02-14T19:40:51.447241,BTCUSDT,buy,0.0005868400061518375,69877.14111,41.01,0.04,40.97,Binance,2026
ETHUSDT_2026-02-14T19:40:51.455248_2094260525184,2026-02-14T19:40:51.455248,ETHUSDT,buy,0.01964691191121305,2087.1830699999996,41.01,0.04,40.97,Binance,2026
BTCUSDT_2026-02-14T19:41:27.901273_2094260257152,2026-02-14T19:41:27.901273,BTCUSDT,buy,0.0002635944909521754,69876.93100499999,18.42,0.02,18.4,Binance,2026
ETHUSDT_2026-02-14T19:41:27.909284_2094259692736,2026-02-14T19:41:27.909284,ETHUSDT,buy,0.008824219466532494,2087.34315,18.42,0.02,18.4,Binance,2026
BTCUSDT_2026-02-14T19:42:06.619139_2094260551232,2026-02-14T19:42:06.619139,BTCUSDT,buy,0.00011839644000903856,69879.02205,8.27,0.01,8.27,Binance,2026
ETHUSDT_2026-02-14T19:42:06.628142_2094260260160,2026-02-14T19:42:06.628142,ETHUSDT,buy,0.003964167379655558,2087.053005,8.27,0.01,8.27,Binance,2026
BTCUSDT_2026-02-14T19:45:25.117656_2094260228352,2026-02-14T19:45:25.117656,BTCUSDT,sell,0.0009707170608720618,69794.28540000001,67.75,0.07,67.68,Binance,2026
ETHUSDT_2026-02-14T19:45:25.126662_2094260715264,2026-02-14T19:45:25.126662,ETHUSDT,sell,0.03250763394842111,2085.43676,67.79,0.07,67.72,Binance,2026
BTCUSDT_2026-02-14T19:45:43.147696_2094260709824,2026-02-14T19:45:43.147696,BTCUSDT,buy,0.0005864515205882574,69864.11459999999,40.97,0.04,40.93,Binance,2026
ETHUSDT_2026-02-14T19:45:43.156698_2094260306112,2026-02-14T19:45:43.156698,ETHUSDT,buy,0.019627046758876932,2087.52324,40.97,0.04,40.93,Binance,2026
BTCUSDT_2026-02-14T19:46:19.217240_2094260701504,2026-02-14T19:46:19.217240,BTCUSDT,buy,0.00026337047092186413,69877.04105999999,18.4,0.02,18.39,Binance,2026
ETHUSDT_2026-02-14T19:46:19.226880_2094260520256,2026-02-14T19:46:19.226880,ETHUSDT,buy,0.008811623433938685,2088.553755,18.4,0.02,18.39,Binance,2026
BTCUSDT_2026-02-14T19:46:55.336456_2094260269952,2026-02-14T19:46:55.336456,BTCUSDT,buy,0.00011828711386270979,69884.27467500001,8.27,0.01,8.26,Binance,2026
ETHUSDT_2026-02-14T19:46:55.344435_2094261011776,2026-02-14T19:46:55.344435,ETHUSDT,buy,0.003958925738709281,2088.0434999999998,8.27,0.01,8.26,Binance,2026
BTCUSDT_2026-02-14T19:50:25.947420_2094260474432,2026-02-14T19:50:25.947420,BTCUSDT,sell,0.0009698247942515619,69851.23690999999,67.74,0.07,67.68,Binance,2026
ETHUSDT_2026-02-14T19:50:25.957394_2094260532672,2026-02-14T19:50:25.957394,ETHUSDT,sell,0.03248501200556495,2088.43526,67.84,0.07,67.78,Binance,2026
BTCUSDT_2026-02-14T19:50:34.945099_2094260268544,2026-02-14T19:50:34.945099,BTCUSDT,buy,0.0005860980577338878,69921.12309,40.98,0.04,40.94,Binance,2026
ETHUSDT_2026-02-14T19:50:34.954103_2094260262208,2026-02-14T19:50:34.954103,ETHUSDT,buy,0.019603037291785936,2090.52474,40.98,0.04,40.94,Binance,2026
BTCUSDT_2026-02-14T19:51:11.040546_2094260261696,2026-02-14T19:51:11.040546,BTCUSDT,buy,0.0002633288601968193,69902.95401,18.41,0.02,18.39,Binance,2026
ETHUSDT_2026-02-14T19:51:11.056753_2094260712960,2026-02-14T19:51:11.056753,ETHUSDT,buy,0.008804893910559008,2090.594775,18.41,0.02,18.39,Binance,2026
BTCUSDT_2026-02-14T19:51:47.132609_2094259823872,2026-02-14T19:51:47.132609,BTCUSDT,buy,0.00011828407122193285,69900.943005,8.27,0.01,8.26,Binance,2026
ETHUSDT_2026-02-14T19:51:47.142611_2094261016192,2026-02-14T19:51:47.142611,ETHUSDT,buy,0.003955162940530323,2090.474715,8.27,0.01,8.26,Binance,2026
BTCUSDT_2026-02-14T19:55:26.607817_2094260261696,2026-02-14T19:55:26.607817,BTCUSDT,sell,0.0009697240494984418,69813.11598,67.7,0.07,67.63,Binance,2026
ETHUSDT_2026-02-14T19:55:26.618788_2094260715072,2026-02-14T19:55:26.618788,ETHUSDT,sell,0.03242692138788613,2087.6856350000003,67.7,0.07,67.63,Binance,2026
BTCUSDT_2026-02-14T19:56:02.752110_2094261021120,2026-02-14T19:56:02.752110,BTCUSDT,buy,0.0005857913155529365,69870.107595,40.93,0.04,40.89,Binance,2026
ETHUSDT_2026-02-14T19:56:02.762083_2094260704512,2026-02-14T19:56:02.762083,ETHUSDT,buy,0.01959095267197724,2089.194075,40.93,0.04,40.89,Binance,2026
BTCUSDT_2026-02-14T19:56:38.831051_2094260269248,2026-02-14T19:56:38.831051,BTCUSDT,buy,0.00026314970841226733,69862.924005,18.38,0.02,18.37,Binance,2026
ETHUSDT_2026-02-14T19:56:38.841052_2094260712000,2026-02-14T19:56:38.841052,ETHUSDT,buy,0.00880102520320372,2088.893925,18.38,0.02,18.37,Binance,2026
BTCUSDT_2026-02-14T19:57:14.983835_2094260968000,2026-02-14T19:57:14.983835,BTCUSDT,buy,0.00011818801148668698,69870.127605,8.26,0.01,8.25,Binance,2026
ETHUSDT_2026-02-14T19:57:14.993836_2094259697920,2026-02-14T19:57:14.993836,ETHUSDT,buy,0.003953141273279689,2088.92394,8.26,0.01,8.25,Binance,2026
BTCUSDT_2026-02-14T20:00:27.561621_2094260971264,2026-02-14T20:00:27.561621,BTCUSDT,sell,0.0009697256836922028,69819.542765,67.71,0.07,67.64,Binance,2026
ETHUSDT_2026-02-14T20:00:27.572214_2094260520640,2026-02-14T20:00:27.572214,ETHUSDT,sell,0.032382867945847965,2087.07594,67.59,0.07,67.52,Binance,2026
BTCUSDT_2026-02-14T20:55:21.895746_2094261642304,2026-02-14T20:55:21.895746,BTCUSDT,buy,0.0005839738725852825,70029.9975,40.9,0.04,40.85,Binance,2026
ETHUSDT_2026-02-14T20:55:21.906746_2094260709888,2026-02-14T20:55:21.906746,ETHUSDT,buy,0.019565587376435684,2090.18457,40.9,0.04,40.85,Binance,2026
BTCUSDT_2026-02-14T20:55:21.967910_2094260259456,2026-02-14T20:55:21.967910,BTCUSDT,sell,0.000588841604173144,69960.0025,41.2,0.04,41.15,Binance,2026
ETHUSDT_2026-02-14T20:55:21.980877_2094260258880,2026-02-14T20:55:21.980877,ETHUSDT,sell,0.019579379103367784,2088.09543,40.88,0.04,40.84,Binance,2026
BTCUSDT_2026-02-14T20:56:00.737522_2094260524736,2026-02-14T20:56:00.737522,BTCUSDT,buy,0.0005844194714725013,70034.849925,40.93,0.04,40.89,Binance,2026
ETHUSDT_2026-02-14T20:56:00.747522_2094260971520,2026-02-14T20:56:00.748492,ETHUSDT,buy,0.01958468592144653,2089.88442,40.93,0.04,40.89,Binance,2026
BTCUSDT_2026-02-14T20:56:36.832556_2094254199808,2026-02-14T20:56:36.832556,BTCUSDT,buy,0.0002625165810445586,70032.14857499998,18.38,0.02,18.37,Binance,2026
ETHUSDT_2026-02-14T20:56:36.842530_2094259866752,2026-02-14T20:56:36.842530,ETHUSDT,buy,0.00879690379915414,2089.894425,18.38,0.02,18.37,Binance,2026
BTCUSDT_2026-02-14T20:57:12.902086_2094252788800,2026-02-14T20:57:12.902086,BTCUSDT,buy,0.000117875026678809,70056.380685,8.26,0.01,8.25,Binance,2026
ETHUSDT_2026-02-14T20:57:12.913056_2094260338048,2026-02-14T20:57:12.913056,ETHUSDT,buy,0.003950325624625731,2090.434695,8.26,0.01,8.25,Binance,2026
BTCUSDT_2026-02-14T21:00:52.796805_2094260226560,2026-02-14T21:00:52.796805,BTCUSDT,sell,0.0009678899665506799,70075.9445,67.83,0.07,67.76,Binance,2026
ETHUSDT_2026-02-14T21:00:52.807803_2094260226688,2026-02-14T21:00:52.807803,ETHUSDT,sell,0.03234621445123606,2089.7046250000003,67.59,0.07,67.53,Binance,2026
BTCUSDT_2026-02-14T21:01:31.668145_2094261688768,2026-02-14T21:01:31.668145,BTCUSDT,buy,0.0005832955518056557,70172.0685,40.93,0.04,40.89,Binance,2026
ETHUSDT_2026-02-14T21:01:31.678145_2094261696768,2026-02-14T21:01:31.678145,ETHUSDT,buy,0.019563685109625455,2092.195575,40.93,0.04,40.89,Binance,2026
BTCUSDT_2026-02-14T21:02:07.791774_2094260236608,2026-02-14T21:02:07.791774,BTCUSDT,buy,0.00026201204172878574,70169.277105,18.39,0.02,18.37,Binance,2026
ETHUSDT_2026-02-14T21:02:07.802850_2094261437184,2026-02-14T21:02:07.802850,ETHUSDT,buy,0.008788689663697611,2091.915435,18.39,0.02,18.37,Binance,2026
BTCUSDT_2026-02-14T21:02:43.868914_2094261691776,2026-02-14T21:02:43.868914,BTCUSDT,buy,0.0001176056956154426,70219.09199999999,8.26,0.01,8.25,Binance,2026
ETHUSDT_2026-02-14T21:02:43.879111_2094261577600,2026-02-14T21:02:43.879111,ETHUSDT,buy,0.003944506743514688,2093.58627,8.26,0.01,8.25,Binance,2026
BTCUSDT_2026-02-14T21:05:53.421797_2094260713472,2026-02-14T21:05:53.421797,BTCUSDT,sell,0.0009646132167781783,70137.303805,67.66,0.07,67.59,Binance,2026
ETHUSDT_2026-02-14T21:05:53.433794_2094261646912,2026-02-14T21:05:53.433794,ETHUSDT,sell,0.032394017161790786,2093.13291,67.8,0.07,67.74,Binance,2026
BTCUSDT_2026-02-14T21:06:20.514063_2094261579200,2026-02-14T21:06:20.514063,BTCUSDT,buy,0.0005831617102978313,70207.476195,40.94,0.04,40.9,Binance,2026
ETHUSDT_2026-02-14T21:06:20.526030_2094260232576,2026-02-14T21:06:20.526030,ETHUSDT,buy,0.019540751496092235,2095.22709,40.94,0.04,40.9,Binance,2026
BTCUSDT_2026-02-14T21:06:57.333200_2094259736576,2026-02-14T21:06:57.333200,BTCUSDT,buy,0.0002616521160865652,70285.125,18.39,0.02,18.37,Binance,2026
ETHUSDT_2026-02-14T21:06:57.345196_2094261569856,2026-02-14T21:06:57.345196,ETHUSDT,buy,0.008758641943315706,2099.6693099999998,18.39,0.02,18.37,Binance,2026
BTCUSDT_2026-02-14T21:07:35.714131_2094261025152,2026-02-14T21:07:35.714131,BTCUSDT,buy,0.00011757448013458163,70257.05097,8.26,0.01,8.25,Binance,2026
ETHUSDT_2026-02-14T21:07:35.726165_2094260232384,2026-02-14T21:07:35.726165,ETHUSDT,buy,0.00393644897947067,2098.4487,8.26,0.01,8.25,Binance,2026
BTCUSDT_2026-02-14T21:44:33.151564_3176644081024,2026-02-14T21:44:33.151564,BTCUSDT,buy,0.0028631263822637334,69888.636855,200.1,0.2,199.9,Binance,2026
ETHUSDT_2026-02-14T21:44:33.162536_3176644266752,2026-02-14T21:44:33.162536,ETHUSDT,buy,0.07196695277528559,2085.332145,150.07,0.15,149.92,Binance,2026
BTCUSDT_2026-02-14T23:26:29.447392_3176645154944,2026-02-14T23:26:29.447392,BTCUSDT,buy,0.0009110150409661923,69766.755945,63.56,0.06,63.5,Binance,2026
ETHUSDT_2026-02-14T23:26:29.476314_3176645179008,2026-02-14T23:26:29.476314,ETHUSDT,buy,0.030463960094662193,2086.3526549999997,63.56,0.06,63.5,Binance,2026
BTCUSDT_2026-02-14T23:26:29.531445_3176645037632,2026-02-14T23:26:29.531445,BTCUSDT,sell,0.0009116989951972544,69697.024055,63.54,0.06,63.48,Binance,2026
ETHUSDT_2026-02-14T23:26:29.550394_3176645037824,2026-02-14T23:26:29.550394,ETHUSDT,sell,0.03064175903086373,2084.267345,63.87,0.06,63.8,Binance,2026
BTCUSDT_2026-02-14T23:27:20.123245_3176645398976,2026-02-14T23:27:20.123245,BTCUSDT,buy,0.0009110321189974259,69782.563845,63.57,0.06,63.51,Binance,2026
ETHUSDT_2026-02-14T23:27:20.139203_3176645048448,2026-02-14T23:27:20.139203,ETHUSDT,buy,0.030463253134603584,2086.912935,63.57,0.06,63.51,Binance,2026
BTCUSDT_2026-02-14T23:28:08.580049_3176645085376,2026-02-14T23:28:08.580049,BTCUSDT,buy,0.00013544047323981804,69809.55733499999,9.46,0.01,9.45,Binance,2026
ETHUSDT_2026-02-14T23:28:08.588159_3176645399616,2026-02-14T23:28:08.588159,ETHUSDT,buy,0.004529374931080129,2087.4932249999997,9.46,0.01,9.45,Binance,2026
BTCUSDT_2026-02-14T23:31:29.766394_3176637835008,2026-02-14T23:31:29.766394,BTCUSDT,sell,0.0010483767803912479,69826.05950500001,73.2,0.07,73.13,Binance,2026
ETHUSDT_2026-02-14T23:31:29.775370_3176645087744,2026-02-14T23:31:29.775370,ETHUSDT,sell,0.03508120160850975,2089.31482,73.3,0.07,73.22,Binance,2026
BTCUSDT_2026-02-14T23:32:17.844343_3176645150912,2026-02-14T23:32:17.844343,BTCUSDT,buy,0.0009108896360874122,69862.91399999999,63.64,0.06,63.57,Binance,2026
ETHUSDT_2026-02-14T23:32:17.852322_3176645094464,2026-02-14T23:32:17.852322,ETHUSDT,buy,0.030450202748277425,2089.88442,63.64,0.06,63.57,Binance,2026
BTCUSDT_2026-02-14T23:33:06.280919_3176644074432,2026-02-14T23:33:06.280919,BTCUSDT,buy,0.00013551368968585994,69841.253175,9.46,0.01,9.45,Binance,2026
ETHUSDT_2026-02-14T23:33:06.301862_3176645222528,2026-02-14T23:33:06.301862,ETHUSDT,buy,0.0045301682112493915,2089.2040799999995,9.46,0.01,9.45,Binance,2026
BTCUSDT_2026-02-14T23:36:30.631472_3176645161728,2026-02-14T23:36:30.631472,BTCUSDT,sell,0.0010497981918110417,69777.31389,73.25,0.07,73.18,Binance,2026
ETHUSDT_2026-02-14T23:36:30.645432_3176636992832,2026-02-14T23:36:30.645432,ETHUSDT,sell,0.03498512590708063,2085.51672,72.96,0.07,72.89,Binance,2026
BTCUSDT_2026-02-14T23:55:10.106361_3176645287296,2026-02-14T23:55:10.106361,BTCUSDT,buy,0.0009096052416667869,69829.75743,63.52,0.06,63.45,Binance,2026
ETHUSDT_2026-02-14T23:55:10.115341_3176645288128,2026-02-14T23:55:10.115341,ETHUSDT,buy,0.030423713050816384,2087.7633599999995,63.52,0.06,63.45,Binance,2026
BTCUSDT_2026-02-14T23:55:10.174182_3176639305536,2026-02-14T23:55:10.174182,BTCUSDT,sell,0.0009114621535829439,69759.96257,63.58,0.06,63.52,Binance,2026
ETHUSDT_2026-02-14T23:55:10.191137_3176645468544,2026-02-14T23:55:10.191137,ETHUSDT,sell,0.030493618701406086,2085.67664,63.6,0.06,63.54,Binance,2026
BTCUSDT_2026-02-14T23:56:00.932148_3176645090496,2026-02-14T23:56:00.932148,BTCUSDT,buy,0.000908955344770157,69830.167635,63.47,0.06,63.41,Binance,2026
ETHUSDT_2026-02-14T23:56:00.940762_3176645443008,2026-02-14T23:56:00.940762,ETHUSDT,buy,0.03040098893337943,2087.8434,63.47,0.06,63.41,Binance,2026
BTCUSDT_2026-02-14T23:57:55.576440_3176644873344,2026-02-14T23:57:55.576440,BTCUSDT,buy,0.00013517810953256573,69833.20915499999,9.44,0.01,9.43,Binance,2026
ETHUSDT_2026-02-14T23:57:55.593395_3176645438592,2026-02-14T23:57:55.593395,ETHUSDT,buy,0.004521829201888237,2087.633295,9.44,0.01,9.43,Binance,2026
BTCUSDT_2026-02-15T00:00:10.630123_3176645177344,2026-02-15T00:00:10.630123,BTCUSDT,sell,0.0010468750616094695,69758.353375,73.03,0.07,72.96,Binance,2026
ETHUSDT_2026-02-15T00:00:10.640096_3176645920960,2026-02-15T00:00:10.640096,ETHUSDT,sell,0.03497026074466163,2085.0069750000002,72.91,0.07,72.84,Binance,2026
BTCUSDT_2026-02-15T00:01:47.698498_3176644826560,2026-02-15T00:01:47.698498,BTCUSDT,buy,0.0009080487607846962,69817.8915,63.4,0.06,63.33,Binance,2026
ETHUSDT_2026-02-15T00:01:47.715453_3176645922368,2026-02-15T00:01:47.715453,ETHUSDT,buy,0.030405688341261134,2085.072015,63.4,0.06,63.33,Binance,2026
BTCUSDT_2026-02-15T00:02:38.009968_3176645094400,2026-02-15T00:02:38.009968,BTCUSDT,buy,0.00013504082551485055,69822.20365499999,9.43,0.01,9.42,Binance,2026
ETHUSDT_2026-02-15T00:02:38.019941_3176644829184,2026-02-15T00:02:38.019941,ETHUSDT,buy,0.0045213354408578064,2085.4121849999997,9.43,0.01,9.42,Binance,2026
BTCUSDT_2026-02-15T00:05:11.501825_3176645407232,2026-02-15T00:05:11.501825,BTCUSDT,sell,0.0010459014758512014,69785.47980500001,72.99,0.07,72.92,Binance,2026
ETHUSDT_2026-02-15T00:05:11.525761_3176645293760,2026-02-15T00:05:11.525761,ETHUSDT,sell,0.034955369609498216,2084.5871850000003,72.87,0.07,72.79,Binance,2026
BTCUSDT_2026-02-15T01:40:25.088623_2538347897984,2026-02-15T01:40:25.088623,BTCUSDT,buy,0.0028726564330196344,69656.78098499999,200.1,0.2,199.9,Binance,2026
ETHUSDT_2026-02-15T01:40:25.096437_2538347914816,2026-02-15T01:40:25.096437,ETHUSDT,buy,0.07270823638901815,2064.07152,150.07,0.15,149.92,Binance,2026
BTCUSDT_2026-02-15T01:42:31.675598_2538348915072,2026-02-15T01:42:31.675598,BTCUSDT,sell,0.002441,69632.336415,169.97,0.17,169.8,Binance,2026
ETHUSDT_2026-02-15T01:42:31.683204_2538349120256,2026-02-15T01:42:31.683204,ETHUSDT,sell,0.0618,2062.90803,127.49,0.13,127.36,Binance,2026
BTCUSDT_2026-02-15T01:43:22.502307_2538349207744,2026-02-15T01:43:22.502307,BTCUSDT,sell,0.000366,69569.73773,25.46,0.03,25.44,Binance,2026
ETHUSDT_2026-02-15T01:43:22.514319_2538349062784,2026-02-15T01:43:22.514319,ETHUSDT,sell,0.00927,2060.8290700000002,19.1,0.02,19.08,Binance,2026
BTCUSDT_2026-02-15T02:00:10.240612_2538348931968,2026-02-15T02:00:10.240612,BTCUSDT,buy,0.0027980075364059244,69752.51883,195.17,0.2,194.97,Binance,2026
ETHUSDT_2026-02-15T02:00:10.247280_2538348970176,2026-02-15T02:00:10.247280,ETHUSDT,buy,0.07087207253191576,2066.062515,146.43,0.15,146.28,Binance,2026
BTCUSDT_2026-02-15T02:01:49.525314_2538349121088,2026-02-15T02:01:49.525314,BTCUSDT,sell,0.001575,69652.93611000001,109.7,0.11,109.59,Binance,2026
ETHUSDT_2026-02-15T02:01:49.538343_2538349124352,2026-02-15T02:01:49.538343,ETHUSDT,sell,0.03988,2064.70713,82.34,0.08,82.26,Binance,2026
BTCUSDT_2026-02-15T02:02:28.344295_2538349352960,2026-02-15T02:02:28.344295,BTCUSDT,sell,0.000708,69625.65975500002,49.29,0.05,49.25,Binance,2026
ETHUSDT_2026-02-15T02:02:28.352273_2538348932544,2026-02-15T02:02:28.352273,ETHUSDT,sell,0.01794,2064.9170249999997,37.04,0.04,37.01,Binance,2026
BTCUSDT_2026-02-15T02:03:04.451356_2538349349184,2026-02-15T02:03:04.451356,BTCUSDT,sell,0.000319,69599.48285,22.2,0.02,22.18,Binance,2026
ETHUSDT_2026-02-15T02:03:04.459327_2538348634112,2026-02-15T02:03:04.459327,ETHUSDT,sell,0.00807,2062.9280200000003,16.65,0.02,16.63,Binance,2026
BTCUSDT_2026-02-15T02:03:40.522386_2538348824000,2026-02-15T02:03:40.522386,BTCUSDT,sell,0.000143,69591.196995,9.95,0.01,9.94,Binance,2026
ETHUSDT_2026-02-15T02:03:40.530393_2538348928384,2026-02-15T02:03:40.530393,ETHUSDT,sell,0.00364,2063.4977350000004,7.51,0.01,7.5,Binance,2026
BTCUSDT_2026-02-15T02:07:28.998918_2538348976896,2026-02-15T02:07:28.998918,BTCUSDT,sell,0.0001,69709.128,6.97,0.01,6.96,Binance,2026
ETHUSDT_2026-02-15T02:07:29.007064_2538348935872,2026-02-15T02:07:29.007064,ETHUSDT,sell,0.00253,2069.48474,5.24,0.01,5.23,Binance,2026
BTCUSDT_2026-02-15T02:42:04.928254_2538348797824,2026-02-15T02:42:04.928254,BTCUSDT,buy,0.002845726819498235,69579.23223000001,198.0,0.2,197.81,Binance,2026
ETHUSDT_2026-02-15T02:42:04.937144_2538348976384,2026-02-15T02:42:04.937144,ETHUSDT,buy,0.07199750554105301,2063.2310999999995,148.55,0.15,148.4,Binance,2026
BTCUSDT_2026-02-15T02:43:11.126141_2538348976320,2026-02-15T02:43:11.126141,BTCUSDT,sell,0.001575,69477.06409000001,109.43,0.11,109.32,Binance,2026
ETHUSDT_2026-02-15T02:43:11.135694_2538348970368,2026-02-15T02:43:11.135694,ETHUSDT,sell,0.03984,2060.719125,82.1,0.08,82.02,Binance,2026
BTCUSDT_2026-02-15T02:43:49.976205_2538349125120,2026-02-15T02:43:49.976205,BTCUSDT,sell,0.000709,69493.91566,49.27,0.05,49.22,Binance,2026
ETHUSDT_2026-02-15T02:43:49.985668_2538348972352,2026-02-15T02:43:49.985668,ETHUSDT,sell,0.01793,2061.358805,36.96,0.04,36.92,Binance,2026
BTCUSDT_2026-02-15T02:44:26.049338_2538348985024,2026-02-15T02:44:26.049338,BTCUSDT,sell,0.000319,69486.52935499999,22.17,0.02,22.14,Binance,2026
ETHUSDT_2026-02-15T02:44:26.059027_2538349358400,2026-02-15T02:44:26.059027,ETHUSDT,sell,0.00807,2057.8505600000003,16.61,0.02,16.59,Binance,2026
BTCUSDT_2026-02-15T02:45:02.143367_2538349054272,2026-02-15T02:45:02.143367,BTCUSDT,sell,0.000143,69450.96714500002,9.93,0.01,9.92,Binance,2026
ETHUSDT_2026-02-15T02:45:02.159009_2538348983680,2026-02-15T02:45:02.159009,ETHUSDT,sell,0.00363,2055.61168,7.46,0.01,7.45,Binance,2026
BTCUSDT_2026-02-15T02:47:05.519537_2538349244416,2026-02-15T02:47:05.519537,BTCUSDT,buy,0.0027380461619849043,69610.788,190.6,0.19,190.41,Binance,2026
ETHUSDT_2026-02-15T02:47:05.528071_2538348793216,2026-02-15T02:47:05.528071,ETHUSDT,buy,0.06931070652907861,2062.97097,142.99,0.14,142.84,Binance,2026
BTCUSDT_2026-02-15T02:48:08.994958_2538348981248,2026-02-15T02:48:08.994958,BTCUSDT,sell,0.001571,69489.467885,109.17,0.11,109.06,Binance,2026
ETHUSDT_2026-02-15T02:48:09.006292_2538348984576,2026-02-15T02:48:09.006292,ETHUSDT,sell,0.03975,2059.9695,81.88,0.08,81.8,Binance,2026
BTCUSDT_2026-02-15T02:48:47.808324_2538348930944,2026-02-15T02:48:47.808324,BTCUSDT,sell,0.000706,69434.08559000002,49.02,0.05,48.97,Binance,2026
ETHUSDT_2026-02-15T02:48:47.817941_2538349362688,2026-02-15T02:48:47.817941,ETHUSDT,sell,0.01789,2058.87005,36.83,0.04,36.8,Binance,2026
BTCUSDT_2026-02-15T02:49:23.908294_2538348981056,2026-02-15T02:49:23.908294,BTCUSDT,sell,0.000318,69425.279995,22.08,0.02,22.06,Binance,2026
ETHUSDT_2026-02-15T02:49:23.918323_2538349238656,2026-02-15T02:49:23.918323,ETHUSDT,sell,0.00805,2059.199885,16.58,0.02,16.56,Binance,2026
BTCUSDT_2026-02-15T02:49:59.961305_2538349355840,2026-02-15T02:49:59.961305,BTCUSDT,sell,0.000143,69403.14107,9.92,0.01,9.91,Binance,2026
ETHUSDT_2026-02-15T02:49:59.972609_2538348835904,2026-02-15T02:49:59.972609,ETHUSDT,sell,0.00362,2058.120425,7.45,0.01,7.44,Binance,2026
BTCUSDT_2026-02-15T02:54:12.909065_2538349235328,2026-02-15T02:54:12.909065,BTCUSDT,buy,0.0027324675536022137,69561.19321499999,190.07,0.19,189.88,Binance,2026
ETHUSDT_2026-02-15T02:54:12.918466_2538349356928,2026-02-15T02:54:12.918466,ETHUSDT,buy,0.06910215615468722,2063.4412049999996,142.59,0.14,142.45,Binance,2026
BTCUSDT_2026-02-15T02:54:45.997569_2538349356864,2026-02-15T02:54:45.997569,BTCUSDT,sell,0.001567,69477.96364,108.87,0.11,108.76,Binance,2026
ETHUSDT_2026-02-15T02:54:46.008542_2538349356800,2026-02-15T02:54:46.008542,ETHUSDT,sell,0.03964,2061.18889,81.71,0.08,81.62,Binance,2026
BTCUSDT_2026-02-15T02:55:24.816022_2538348975488,2026-02-15T02:55:24.816022,BTCUSDT,sell,0.000706,69485.210015,49.06,0.05,49.01,Binance,2026
ETHUSDT_2026-02-15T02:55:24.825629_2538348929664,2026-02-15T02:55:24.825629,ETHUSDT,sell,0.01784,2061.218875,36.77,0.04,36.74,Binance,2026
BTCUSDT_2026-02-15T02:56:00.926796_2538348800448,2026-02-15T02:56:00.926796,BTCUSDT,sell,0.000317,69495.22500500001,22.03,0.02,22.01,Binance,2026
ETHUSDT_2026-02-15T02:56:00.937151_2540366293312,2026-02-15T02:56:00.937151,ETHUSDT,sell,0.00803,2061.8485600000004,16.56,0.02,16.54,Binance,2026
BTCUSDT_2026-02-15T02:57:31.606475_2538348926208,2026-02-15T02:57:31.606475,BTCUSDT,sell,0.000143,69513.72575,9.94,0.01,9.93,Binance,2026
ETHUSDT_2026-02-15T02:57:31.624360_2538349343232,2026-02-15T02:57:31.624360,ETHUSDT,sell,0.00361,2061.64866,7.44,0.01,7.44,Binance,2026
BTCUSDT_2026-02-15T03:04:08.547871_2538348977536,2026-02-15T03:04:08.547871,BTCUSDT,buy,0.002725391310159889,69603.18419999999,189.7,0.19,189.51,Binance,2026
ETHUSDT_2026-02-15T03:04:08.557575_2538349345344,2026-02-15T03:04:08.557575,ETHUSDT,buy,0.06902023280815703,2062.0305,142.32,0.14,142.18,Binance,2026
BTCUSDT_2026-02-15T03:05:47.880648_2538349339264,2026-02-15T03:05:47.880648,BTCUSDT,sell,0.001563,69503.720755,108.63,0.11,108.53,Binance,2026
ETHUSDT_2026-02-15T03:05:47.899971_2538349330816,2026-02-15T03:05:47.899971,ETHUSDT,sell,0.03958,2058.800085,81.49,0.08,81.41,Binance,2026
BTCUSDT_2026-02-15T03:06:26.593049_2538348825216,2026-02-15T03:06:26.593049,BTCUSDT,sell,0.000704,69510.34744,48.94,0.05,48.89,Binance,2026
ETHUSDT_2026-02-15T03:06:26.604526_2538349352832,2026-02-15T03:06:26.604526,ETHUSDT,sell,0.01782,2059.5397150000003,36.7,0.04,36.66,Binance,2026
